@relation train_data
@attribute GarageType real
@attribute LotShape real
@attribute BsmtQual real
@attribute GarageCars real
@attribute HeatingQC real
@attribute GarageArea real
@attribute OverallQual real
@attribute ExterQual real
@attribute KitchenQual real
@attribute YearBuilt real
@attribute SalePriceCategorical{House_Price_1,House_Price_2,House_Price_3,House_Price_4,House_Price_5}
@data
5,3,4,1,4,280,6,3,3,1939,"House_Price_3"
5,3,4,1,2,240,4,3,2,1922,"House_Price_5"
1,0,2,2,4,564,7,3,2,1978,"House_Price_5"
5,3,4,1,4,216,6,3,2,1916,"House_Price_3"
1,0,0,3,0,758,9,0,0,2006,"House_Price_2"
5,3,4,2,0,440,6,3,3,1941,"House_Price_2"
1,3,2,2,0,541,7,2,2,2000,"House_Price_2"
5,3,4,3,4,792,5,3,3,1967,"House_Price_1"
1,3,4,1,4,288,5,3,3,1967,"House_Price_4"
5,3,1,2,0,672,6,3,3,1905,"House_Price_4"
1,3,2,3,0,648,7,2,2,2006,"House_Price_5"
3,0,2,3,0,642,8,2,2,2005,"House_Price_1"
5,0,4,2,4,572,5,3,3,1948,"House_Price_5"
5,3,4,1,0,180,5,3,3,1920,"House_Price_2"
1,3,4,1,2,240,5,3,3,1950,"House_Price_1"
5,3,4,1,0,216,6,3,2,1925,"House_Price_2"
3,3,4,1,4,208,6,3,3,1929,"House_Price_4"
1,0,4,2,0,398,6,3,3,2004,"House_Price_5"
1,3,2,2,0,662,7,2,2,2006,"House_Price_2"
1,0,2,3,0,754,8,2,2,2007,"House_Price_1"
5,3,4,3,4,936,3,3,3,1915,"House_Price_5"
1,0,0,2,0,482,8,2,2,2004,"House_Price_4"
5,3,2,2,4,396,5,3,3,1972,"House_Price_3"
6,0,4,0,0,0,5,3,3,1985,"House_Price_1"
5,3,1,2,2,528,4,3,3,1910,"House_Price_5"
1,0,2,2,2,542,7,3,3,1986,"House_Price_2"
1,3,2,2,0,622,7,2,2,2001,"House_Price_4"
1,3,4,1,0,271,6,3,3,1950,"House_Price_4"
5,3,3,2,1,420,4,3,3,1949,"House_Price_2"
1,0,2,2,0,620,8,2,2,2005,"House_Price_2"
5,3,4,2,2,370,6,3,2,1923,"House_Price_5"
1,3,2,3,0,660,7,2,2,2007,"House_Price_2"
5,3,4,2,2,560,4,3,3,1885,"House_Price_2"
1,0,2,3,0,1069,8,2,2,1998,"House_Price_5"
5,3,4,1,4,336,5,3,3,1963,"House_Price_2"
1,0,4,2,2,540,6,2,2,1969,"House_Price_1"
1,3,4,2,2,776,6,3,3,1968,"House_Price_4"
1,3,2,2,4,440,6,3,3,1977,"House_Price_4"
1,3,2,2,0,420,6,2,2,2003,"House_Price_2"
1,0,2,2,4,432,6,2,2,1966,"House_Price_1"
5,3,4,1,4,484,5,3,3,1958,"House_Price_4"
5,0,4,2,0,528,6,2,2,1959,"House_Price_3"
1,0,2,2,0,525,7,2,2,1994,"House_Price_3"
1,3,4,1,4,288,5,3,3,1945,"House_Price_1"
1,3,4,1,4,240,5,3,2,1940,"House_Price_5"
1,0,2,2,0,467,6,2,2,1981,"House_Price_3"
3,2,2,2,0,372,5,2,3,2005,"House_Price_4"
1,0,2,2,4,440,6,3,3,1976,"House_Price_4"
5,3,4,1,4,216,4,3,3,1927,"House_Price_3"
1,0,2,2,0,451,6,3,3,2000,"House_Price_5"
1,3,4,2,1,484,5,3,3,1977,"House_Price_1"
1,3,4,2,4,462,6,2,2,1962,"House_Price_4"
5,3,4,2,4,528,4,3,3,1971,"House_Price_2"
1,3,0,3,0,774,8,0,0,2008,"House_Price_3"
1,3,4,2,4,923,6,3,3,1957,"House_Price_5"
1,3,4,2,4,550,7,3,3,1979,"House_Price_1"
5,0,0,2,1,672,6,3,3,1922,"House_Price_1"
1,3,2,2,0,420,6,2,2,2004,"House_Price_2"
1,3,0,3,0,812,10,0,0,2008,"House_Price_5"
5,3,4,1,1,192,6,3,1,1916,"House_Price_2"
1,3,2,2,0,626,7,2,2,2004,"House_Price_1"
5,3,4,1,2,240,6,3,3,1966,"House_Price_4"
1,0,4,1,4,312,5,3,3,1962,"House_Price_3"
1,3,2,2,0,556,8,2,2,1995,"House_Price_4"
5,3,1,1,2,384,4,3,3,1910,"House_Price_5"
6,3,2,0,0,0,5,3,0,1970,"House_Price_2"
6,3,2,0,4,0,5,3,3,1974,"House_Price_3"
